First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills,Family Income Numeric
Barbara,barbara@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,SPOC/ College Professor,College,Students,2023,Kalyan,9.2,8,0-2 Lakh,16,no,1.0
William,william@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Cloud Counselage Website,College,Students,2026,Navi Mumbai,7.9,5,0-2 Lakh,8,yes,1.0
Stanley,stanley@xyz.com,1,Product Design & Full Stack,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,College,Students,2023,Mumbai,9.9,6,0-2 Lakh,29,no ,1.0
Terry,terry@xyz.com,1,Product Design & Full Stack,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,SPOC/ College Professor,College,Students,2025,Nagpur,8.1,6,0-2 Lakh,7,no ,1.0
Leslie,leslie@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Email,College,Students,2024,Nanded,9.5,5,0-2 Lakh,8,yes,1.0
Janet,janet@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Youtube | Facebook | Instagram | LinkedIn | Whatsapp | Email | Cloud Counselage Website | Telegram | Twitter,College,Students,2023,Kolhapur,9.8,3,0-2 Lakh,6,yes,1.0
Jacqueline,jacqueline@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Email,College,Students,2024,Karli,9.6,6,0-2 Lakh,30,no,1.0
Phyllis,phyllis@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,Email,College,Students,2025,Nashik,6.2,6,0-2 Lakh,5,no,1.0
Marcia,marcia@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,College,Students,2023,Pune,9.1,8,0-2 Lakh,21,yes,1.0
Christina,christina@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,Email,College,Students,2024,Solapur,7.2,8,0-2 Lakh,23,no,1.0
Michelle,michelle@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Email | Cloud Counselage Website,College,Students,2026,Satara,9.5,5,0-2 Lakh,9,no,1.0
Bonnie,bonnie@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Telegram,College,Students,2025,Vasai,6.7,6,0-2 Lakh,18,yes,1.0
Carol,carol@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Email,College,Students,2024,Puri,8.3,3,0-2 Lakh,5,no ,1.0
Betty,betty@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Email,College,Students,2023,konark,6.3,3,0-2 Lakh,8,yes,1.0
Hilda,hilda@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Email,College,Students,2023,Cuttack,8.9,8,0-2 Lakh,9,yes,1.0
Gladys,gladys@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",SPOC/ College Professor,College,Students,2026,Baleshwar,9.5,5,0-2 Lakh,9,no,1.0
Joseph,joseph@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",SPOC/ College Professor,College,Students,2025,Mahe,8.5,3,0-2 Lakh,17,no,1.0
William,william@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Facebook,College,Students,2023,Patiala,8.8,8,0-2 Lakh,11,yes,1.0
Zachary,zachary@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,Instagram,College,Students,2024,Sangrur,7.9,3,0-2 Lakh,15,no,1.0
Mary,mary@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,SPOC/ College Professor,College,Students,2024,Ajmer,7.5,6,0-2 Lakh,19,no,1.0
Brandon,brandon@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,College,Students,2026,Barmer,6.4,6,0-2 Lakh,12,no,1.0
Judith,judith@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Friend/ Classmate | SPOC/ College Professor,College,Students,2023,Bikaner,7.5,8,0-2 Lakh,23,no,1.0
Margaret,margaret@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Email,College,Students,2025,Jaipur,7.7,8,0-2 Lakh,8,yes,1.0
Pauline,pauline@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Cloud Counselage Website | SPOC/ College Professor,College,Students,2025,Jalor,9.9,5,0-2 Lakh,9,yes,1.0
Kevin,kevin@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,College,Students,2024,Jhalwar,7.6,5,0-2 Lakh,7,no ,1.0
Carolyn,carolyn@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Email,College,Students,2024,Jodhpur,7.9,6,0-2 Lakh,13,no ,1.0
Warren,warren@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,College,Students,2023,Kota,7.7,6,0-2 Lakh,19,yes,1.0
Kathleen,kathleen@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Cloud Counselage Website,College,Students,2025,Sikar,9.2,6,0-2 Lakh,22,no,1.0
Judy,judy@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",LinkedIn,College,Students,2026,Gangtok,7.6,8,0-2 Lakh,6,no,1.0
Maria,maria@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,College,Students,2024,Hyderbad,8.7,6,0-2 Lakh,9,no,1.0
Malcolm,malcolm@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Email,College,Students,2025,Nizambad,9.5,3,0-2 Lakh,20,yes,1.0
Paul,paul@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Email,College,Students,2024,Agartala,6.9,5,0-2 Lakh,15,no,1.0
Carol,carol@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,Email,College,Students,2023,Agra,9.2,6,0-2 Lakh,17,no,1.0
James,james@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Email,College,Students,2023,Aligarh,6.9,5,0-2 Lakh,19,no,1.0
Pedro,pedro@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,SPOC/ College Professor,College,Students,2025,Gonda,7.2,3,0-2 Lakh,13,no,1.0
Cheryl,cheryl@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Email,College,Students,2024,Ghazipur,7.5,8,0-2 Lakh,11,no,1.0
Antonio,antonio@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",SPOC/ College Professor,College,Students,2026,Ghaziabad,6.5,8,0-2 Lakh,12,yes,1.0
Betty,betty@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Email,College,Students,2025,Gonda,7.5,8,0-2 Lakh,10,yes,1.0
Carol,carol@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Email,College,Students,2023,Gorakhpur,6.9,5,0-2 Lakh,10,no ,1.0
Anne,anne@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",LinkedIn | Whatsapp | Email,College,Students,2024,Hamirpur,7.6,5,0-2 Lakh,10,no ,1.0
Carolyn,carolyn@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Cloud Counselage Website,College,Students,2023,Deoria,6.5,3,0-2 Lakh,15,yes,1.0
Amber,amber@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Youtube,College,Students,2024,Budaun,7.3,6,0-2 Lakh,12,yes,1.0
Henry,henry@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2025,Jhansi,6.7,8,0-2 Lakh,20,no,1.0
Leslie,leslie@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,Whatsapp,College,Students,2026,Mathura,9.0,8,0-2 Lakh,9,yes,1.0
James,james@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,Whatsapp,College,Students,2024,Mainpuri,7.2,8,0-2 Lakh,8,no,1.0
David,david@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Whatsapp,College,Students,2023,Almora,6.5,6,0-2 Lakh,21,no,1.0
Jose,jose@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp | Friend/ Classmate | SPOC/ College Professor,College,Students,2023,Alipore,6.6,8,0-2 Lakh,5,no,1.0
Laurie,laurie@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Facebook,College,Students,2025,Haora,9.5,8,0-2 Lakh,16,no,1.0
Edna,edna@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,College,Students,2025,Durgapur,8.1,5,0-2 Lakh,21,yes,1.0
Ashley,ashley@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,College,Students,2024,Hugli,9.7,3,0-2 Lakh,8,yes,1.0
Elizabeth,elizabeth@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,College,Students,2024,Kolkata,9.3,3,0-2 Lakh,7,no ,1.0
Glenn,glenn@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2023,Malda,9.1,5,0-2 Lakh,20,no ,1.0
Delores,delores@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,Facebook,College,Students,2023,Palashi,7.6,3,0-2 Lakh,9,yes,1.0
Larry,larry@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Whatsapp,College,Students,2026,Santipur,7.8,6,0-2 Lakh,13,yes,1.0
Melissa,melissa@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Whatsapp,College,Students,2025,Silguri,8.5,3,0-2 Lakh,17,no,1.0
Annie,annie@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Email,College,Students,2025,Siuri,8.7,3,0-2 Lakh,11,no,1.0
Adam,adam@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Whatsapp,College,Students,2024,Talmuk,9.4,5,0-2 Lakh,8,no,1.0
Laurie,laurie@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2023,Siuri,8.6,3,0-2 Lakh,9,no,1.0
Helen,helen@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Email,College,Students,2024,Titagrah,8.5,6,0-2 Lakh,8,no,1.0
Larry,larry@xyz.com,1,Product Design & Full Stack,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,College,Students,2025,Orchha,9.1,6,0-2 Lakh,28,no,1.0
Virginia,virginia@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2025,Satna,7.5,8,0-2 Lakh,21,yes,1.0
Wallace,wallace@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2026,Ujjain,7.2,3,0-2 Lakh,30,yes,1.0
Beverly,beverly@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,College,Students,2024,Vidisha,7.6,6,0-2 Lakh,24,no ,1.0
Thomas,thomas@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,Whatsapp | SPOC/ College Professor,College,Students,2023,Akola,7.3,8,0-2 Lakh,8,no ,1.0
Charles,charles@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,SPOC/ College Professor,College,Students,2023,Aurangabad,7.3,5,0-2 Lakh,19,yes,1.0
Jessica,jessica@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,College,Students,2024,Bhandara,9.4,5,0-2 Lakh,21,yes,1.0
Esther,esther@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,Whatsapp,College,Students,2025,Bhsawal,6.6,6,0-2 Lakh,17,no,1.0
John,john@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,SPOC/ College Professor,College,Students,2025,Bid,6.6,5,0-2 Lakh,18,no,1.0
Carol,carol@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2026,Buldhana,8.5,3,0-2 Lakh,9,no,1.0
Mark,mark@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,College,Students,2024,Jalgaon,8.1,8,0-2 Lakh,8,no,1.0
Danny,danny@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,SPOC/ College Professor,College,Students,2023,Kalyan,7.9,5,0-2 Lakh,8,no,1.0
Anne,anne@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,College,Students,2024,Thane,7.1,5,0-2 Lakh,8,no,1.0
George,george@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,College,Students,2023,Mumbai,7.7,6,0-2 Lakh,9,no,1.0
Helen,helen@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,SPOC/ College Professor,College,Students,2025,Nagpur,8.0,5,0-2 Lakh,9,yes,1.0
Lillian,lillian@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,College,Students,2024,Nanded,6.5,5,0-2 Lakh,17,yes,1.0
Everett,everett@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,College,Students,2026,Mahe,9.4,3,0-2 Lakh,13,no ,1.0
Deborah,deborah@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",SPOC/ College Professor,College,Students,2024,Amritsar,6.8,3,0-2 Lakh,11,no ,1.0
Robert,robert@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,College,Students,2023,Patiala,6.7,6,0-2 Lakh,15,yes,1.0
Margaret,margaret@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,Youtube,College,Students,2025,Ajmer,9.3,3,0-2 Lakh,18,no,1.0
Ryan,ryan@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Whatsapp,College,Students,2025,Amer,6.9,8,0-2 Lakh,12,no,1.0
Robert,robert@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,SPOC/ College Professor,College,Students,2024,Barmer,8.9,8,0-2 Lakh,23,no,1.0
Lorenzo,lorenzo@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,College,Students,2024,Bikaner,8.3,3,0-2 Lakh,8,yes,1.0
Heather,heather@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",SPOC/ College Professor,College,Students,2023,Jaipur,7.2,8,0-2 Lakh,9,no,1.0
John,john@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp | SPOC/ College Professor,College,Students,2023,Jalor,8.1,8,0-2 Lakh,7,no,1.0
Christopher,christopher@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Friend/ Classmate,College,Students,2026,Jhalwar,9.5,5,0-2 Lakh,13,no,1.0
Corey,corey@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2025,Jodhpur,9.6,8,0-2 Lakh,19,no,1.0
Amy,amy@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,SPOC/ College Professor,College,Students,2024,Kota,7.5,5,0-2 Lakh,25,no,1.0
Bryan,bryan@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,College,Students,2023,Sikar,9.3,8,0-2 Lakh,13,yes,1.0
Misty,misty@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,College,Students,2024,Ahemdabad,9.6,3,0-2 Lakh,11,no ,1.0
Ingrid,ingrid@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,College,Students,2023,Amreli,9.1,3,0-2 Lakh,20,no ,1.0
Miguel,miguel@xyz.com,1,Product Design & Full Stack,Attending,d y patil institute of mca and management akurdi pune,SPOC/ College Professor,College,Students,2026,Dwarka,7.3,6,0-2 Lakh,15,yes,1.0
Diane,diane@xyz.com,1,Product Design & Full Stack,Attending,ap shah institute of technology ,Whatsapp,College,Students,2024,Godhra,7.5,3,0-2 Lakh,17,yes,1.0
Phillip,phillip@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,SPOC/ College Professor,College,Students,2025,Junagadh,8.0,8,0-2 Lakh,13,no,1.0
Jose,jose@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,SPOC/ College Professor,College,Students,2023,Kheda,7.2,5,0-2 Lakh,11,no,1.0
Shirley,shirley@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2024,Morbi,9.1,5,0-2 Lakh,12,yes,1.0
Glen,glen@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,College,Students,2023,Navsari,7.1,5,0-2 Lakh,10,no,1.0
Julia,julia@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Youtube | Facebook | Instagram | Whatsapp | Email | Cloud Counselage Website | Friend/ Classmate | SPOC/ College Professor,College,Students,2023,Okha,7.1,8,0-2 Lakh,10,no,1.0
John,john@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",SPOC/ College Professor,College,Students,2026,Surat,9.2,3,0-2 Lakh,12,no,1.0
Marilyn,marilyn@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,College,Students,2025,Valsad,7.9,6,0-2 Lakh,20,yes,1.0
Roger,roger@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2024,Ambala,7.3,5,0-2 Lakh,21,yes,1.0
James,james@xyz.com,1,Product Design & Full Stack,NAN,st.francis institute of technology,Whatsapp,College,Students,2024,Chandigarh,7.3,6,0-2 Lakh,9,no ,1.0
Patrick,patrick@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Whatsapp,College,Students,2023,Gurugram,9.1,8,0-2 Lakh,17,yes,1.0
Delores,delores@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,College,Students,2023,Hisar,6.9,8,0-2 Lakh,11,yes,1.0
Vanessa,vanessa@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",SPOC/ College Professor,College,Students,2024,Jind,8.4,5,0-2 Lakh,21,no,1.0
Dana,dana@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,College,Students,2023,Kaithal,6.7,8,0-2 Lakh,5,no,1.0
Richard,richard@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Whatsapp,College,Students,2024,Nizambad,9.2,3,0-2 Lakh,16,no,1.0
George,george@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Youtube | Facebook | Instagram | Whatsapp | Email | Cloud Counselage Website | Telegram | Twitter | Friend/ Classmate,College,Students,2025,Agartala,7.3,6,0-2 Lakh,21,yes,1.0
Francisco,francisco@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,SPOC/ College Professor,College,Students,2025,Agra,7.9,8,0-2 Lakh,8,no,1.0
David,david@xyz.com,1,Product Design & Full Stack,Attending,"thakur institute of management studies, career development & research - [timscdr]",Youtube | Others,You tube,Students,2025,Aligarh,9.9,3,0-2 Lakh,7,no,1.0
Victoria,victoria@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,You tube,Students,2026,Ghazipur,9.3,8,0-2 Lakh,19,no,1.0
Joe,joe@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,Whatsapp,You tube,Students,2023,Gorakhpur,6.6,3,0-2 Lakh,17,yes,1.0
Joseph,joseph@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,SPOC/ College Professor,You tube,Students,2024,Hamirpur,7.8,3,0-2 Lakh,11,no ,1.0
Mary,mary@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,Whatsapp,You tube,Students,2025,Deoria,8.7,5,0-2 Lakh,21,no ,1.0
William,william@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Whatsapp,You tube,Students,2023,Jhansi,7.1,5,0-2 Lakh,9,yes,1.0
Darrell,darrell@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,You tube,Students,2025,Kanpur,8.0,8,0-2 Lakh,8,no,1.0
Roger,roger@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",SPOC/ College Professor,You tube,Students,2024,Lucknow,8.5,5,0-2 Lakh,7,no,1.0
Leona,leona@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Others,College,Students,2025,Mathura,8.5,3,0-2 Lakh,25,no,1.0
James,james@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,College,Students,2024,Mainpuri,9.1,5,0-2 Lakh,21,yes,1.0
Samuel,samuel@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Youtube | Whatsapp,College,Students,2025,Haora,8.8,5,0-2 Lakh,19,no,1.0
Jason,jason@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",SPOC/ College Professor,College,Students,2023,Hugli,7.6,8,0-2 Lakh,17,yes,1.0
Armando,armando@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,College,Students,2024,Kolkata,6.5,3,0-2 Lakh,18,yes,1.0
Micheal,micheal@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,College,Students,2025,Malda,8.7,3,0-2 Lakh,9,no ,1.0
Misty,misty@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",SPOC/ College Professor,College,Students,2023,Palashi,9.1,8,0-2 Lakh,29,no ,1.0
Donna,donna@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,SPOC/ College Professor,College,Students,2025,Santipur,9.2,8,0-2 Lakh,29,yes,1.0
Melissa,melissa@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Whatsapp,College,Students,2026,Siliguri,7.3,8,0-2 Lakh,8,yes,1.0
Patrick,patrick@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,SPOC/ College Professor,College,Students,2024,Silguri,7.6,8,0-2 Lakh,8,no,1.0
Derrick,derrick@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,College,Students,2023,Siuri,7.1,3,0-2 Lakh,6,no,1.0
George,george@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,College,Students,2025,Talmuk,9.2,3,0-2 Lakh,7,yes,1.0
Stephen,stephen@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Instagram | Friend/ Classmate,College,Students,2023,Titagrah,9.3,6,0-2 Lakh,20,no,1.0
Bernice,bernice@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,SPOC/ College Professor,College,Students,2023,Orchha,7.1,8,0-2 Lakh,6,no,1.0
Miguel,miguel@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2026,Sagar,7.5,6,0-2 Lakh,6,no,1.0
Johnny,johnny@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Youtube | Cloud Counselage Website | SPOC/ College Professor,College,Students,2024,Satna,7.3,5,0-2 Lakh,7,no,1.0
Matthew,matthew@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",SPOC/ College Professor,College,Students,2024,Vidisha,8.3,6,0-2 Lakh,8,yes,1.0
Thelma,thelma@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp | SPOC/ College Professor,College,Students,2023,Akola,7.4,5,0-2 Lakh,5,no ,1.0
Ellen,ellen@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,College,Students,2025,Aurangabad,6.7,3,0-2 Lakh,6,no ,1.0
Kenneth,kenneth@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,Whatsapp,College,Students,2024,Bhsawal,9.7,8,0-2 Lakh,11,yes,1.0
Robert,robert@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,SPOC/ College Professor,College,Students,2025,Bid,7.9,3,0-2 Lakh,20,no,1.0
Richard,richard@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",SPOC/ College Professor,College,Students,2023,Jalgaon,8.7,8,0-2 Lakh,9,yes,1.0
Susan,susan@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,College,Students,2024,Kalyan,8.7,8,0-2 Lakh,5,no,1.0
Robert,robert@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2025,Navi Mumbai,6.8,3,0-2 Lakh,9,no,1.0
Kevin,kevin@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,College,Students,2024,Mumbai,7.1,5,0-2 Lakh,13,no,1.0
Juan,juan@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2023,Nagpur,8.5,6,0-2 Lakh,15,no,1.0
Glenda,glenda@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2026,Nanded,9.1,5,0-2 Lakh,14,yes,1.0
Christy,christy@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,College,Students,2025,Mahe,9.5,6,0-2 Lakh,21,yes,1.0
James,james@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,SPOC/ College Professor,College,Students,2023,Patiala,6.7,6,0-2 Lakh,20,no ,1.0
Joseph,joseph@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,Friend/ Classmate | SPOC/ College Professor,College,Students,2024,Sangrur,8.2,3,0-2 Lakh,20,yes,1.0
Ronald,ronald@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,Whatsapp,College,Students,2023,Ajmer,6.5,5,0-2 Lakh,14,yes,1.0
